timestamp,cash_type,card,money,coffee_name
2024-07-27,card,ANON-0000-0000-0415,32.82,Cappuccino
2024-07-27,card,ANON-0000-0000-0416,27.92,Americano With Milk
2024-07-27,card,ANON-0000-0000-0416,27.92,Americano With Milk
2024-07-28,card,ANON-0000-0000-0012,18.12,Espresso
2024-07-28,card,ANON-0000-0000-0276,27.92,Americano With Milk
2024-07-28,card,ANON-0000-0000-0276,32.82,Latte
2024-07-29,card,ANON-0000-0000-0418,32.82,Latte
2024-07-29,card,ANON-0000-0000-0012,23.02,Americano
2024-07-29,card,ANON-0000-0000-0097,27.92,Americano With Milk
2024-07-29,card,ANON-0000-0000-0003,23.02,Americano
2024-07-29,card,ANON-0000-0000-0422,32.82,Cappuccino
2024-07-30,card,ANON-0000-0000-0424,23.02,Cortado
2024-07-30,card,ANON-0000-0000-0425,32.82,Cappuccino
2024-07-30,card,ANON-0000-0000-0097,27.92,Americano With Milk
2024-07-30,card,ANON-0000-0000-0141,23.02,Cortado
2024-07-30,card,ANON-0000-0000-0276,27.92,Americano With Milk
2024-07-30,card,ANON-0000-0000-0250,32.82,Latte
2024-07-30,card,ANON-0000-0000-0426,23.02,Americano
2024-07-30,card,ANON-0000-0000-0426,18.12,Espresso
2024-07-30,card,ANON-0000-0000-0427,27.92,Americano With Milk
2024-07-30,card,ANON-0000-0000-0428,27.92,Americano With Milk
2024-07-30,card,ANON-0000-0000-0431,32.82,Latte
2024-07-30,card,ANON-0000-0000-0432,27.92,Americano With Milk
2024-07-30,card,ANON-0000-0000-0433,23.02,Cortado
2024-07-30,card,ANON-0000-0000-0433,27.92,Americano With Milk
2024-07-30,card,ANON-0000-0000-0436,23.02,Americano
2024-07-30,card,ANON-0000-0000-0436,32.82,Cappuccino
2024-07-31,card,ANON-0000-0000-0384,32.82,Cocoa
2024-07-31,card,ANON-0000-0000-0384,32.82,Latte
2024-07-31,card,ANON-0000-0000-0440,32.82,Latte
2024-07-31,card,ANON-0000-0000-0441,23.02,Cortado
